date,Axis Bluechip,ICICI Bluechip,Kotak Bluechip,Nippon Large Cap,SBI Bluechip
2012-12-31,,,,,
2013-01-01,0.0002459153051017626,,,,
2013-01-02,0.00023752078306849,,,,
2013-01-03,0.0002332983385826548,0.0032212335194639063,,0.0022998360176094135,0.00023979208957936038
2013-01-04,0.0002290788531063015,-0.00023219249421180255,,0.0049692814228980975,0.0003037932420075773
2013-01-06,0.000462216892153533,,,,
2013-01-07,0.00023308276935640748,,,,
2013-01-08,0.0002288672320380769,0.0015439359100937189,0.0005325474718695933,-0.003526990617257253,0.0002472348478972375
2013-01-09,0.00022881486381365335,-0.004161539174043605,0.000826152123015067,0.0003532680693221213,0.00022681825363513042
2013-01-10,0.00022876251954873084,0.0006776643169874585,0.0009527165472507093,-0.003157916182792375,0.00022773590775049257
2013-01-11,0.0002287101992275442,-0.011505852515286907,-0.0015613591321580467,-0.002473021582733881,0.0002451236857301531
2013-01-13,0.0004531583892506408,,,,
2013-01-14,0.0002285543315201366,,,,
2013-01-15,0.00023265669012606516,0.000307143763312423,0.0004269019950335906,0.0031857904277481364,-0.0038733092985554496
2013-01-16,0.0002284489561961145,-0.007082162429161709,-0.0006156492167574967,-0.009702322758992743,0.00019237813379602287
2013-01-17,0.0002242441104776116,-0.003616758094008743,-0.0007789989700264233,0.005630599961872651,0.00026228336122935403
2013-01-18,0.00022834557403994538,-0.0017542202490992143,4.892926459310054e-05,0.006438596372450034,0.0002340507977636186
2013-01-20,0.00045658688848493334,,,,
2013-01-21,0.00023233815158407722,,,,
2013-01-22,0.00022813625126527626,-0.0031585083165014405,0.00017287832627688182,-0.004762702213886194,0.00023965179661233904
2013-01-23,0.00022808421698683468,-0.0007547323759791169,0.00019893877577636943,-0.003957623810357136,0.00022892418244491175
2013-01-24,0.0002280322064396323,-0.0056953885724784215,-0.0003717132721202665,-0.011893016907004728,0.00025796565953362105
2013-01-25,,0.010751142864964036,0.00012068864287262393,0.009430607415917835,
2013-01-27,,,,,
2013-01-28,0.00022782534494814044,,,,
2013-01-29,0.00022363211688514184,0.0011978155093423926,-0.00044969010486251015,-0.006274663760601706,-0.0028740224981619322
2013-01-30,0.00022772252631231282,-0.001622213510334869,-0.0009747669035664597,-0.0015462161978065936,0.0002001196832279728
2013-01-31,0.00022353121365026318,-0.0025726781579624713,0.00105077323204128,-0.0027561176944120858,0.00018259695606981374
2013-02-01,0.00022761980043961572,-0.0024774988800347897,0.00142781235025069,-0.0034751913749581087,0.00019227445138669808
2013-02-03,0.0004509984028864267,,,,
2013-02-04,0.00022332968010085885,,,,
2013-02-05,0.00022327981509140393,-0.004283820079556744,-0.001816222972291115,-0.008014902494518084,0.00022024743392323742
2013-02-06,0.00023149774909780874,0.0040359203742275085,0.0012847560756896748,0.003201374789519873,0.00022601917185816056
2013-02-07,0.00022317830706852781,-0.0013875096921632801,-0.0006024743785558728,-0.005021585218442315,0.00022984737940046074
2013-02-08,0.00022312850962569186,-0.0046110255956192114,-0.00022484212172746432,-0.005803621015217142,0.0002307641590295617
2013-02-10,0.00044202638112578185,,,,
2013-02-11,0.0002312386961440538,,,,
2013-02-12,0.0002229286215580384,0.00039178219659219415,0.0039359645076118,0.00272902846586609,0.00021311572280624524
2013-02-13,0.0002228789354641325,0.0038475808335507455,0.0002737529575096431,0.0022261301623192065,0.00021500731702817077
2013-02-14,0.00022282927151340282,-0.007248162293129634,-0.0014661323428795114,-0.014455113252609397,0.00018591230168141237
2013-02-15,0.00022277962969075027,-0.002626734782518736,-0.0001239885147480413,-0.0012505210504376585,-0.003306106761593375
2013-02-17,0.0004454600199632619,,,,
2013-02-18,0.00022675363011948058,,,,
2013-02-19,0.00022670222456722122,0.008273815685056807,0.0006197241901184647,0.0076352023011356795,
2013-02-20,0.0002266508423167668,0.0003079787015618507,0.0008475184009284487,-0.0010075143780697848,
2013-02-21,0.00022247949274678547,-0.013656360538865209,-0.0006416143930066953,-0.014728747321090863,0.00023284581241367341
2013-02-22,0.0002265490808286419,0.0018035140778147607,-0.00018576396244307514,0.0021751647367411753,0.00025316087355053973
2013-02-24,0.00045299553593491915,,,,
2013-02-25,0.00022639521194700585,,,,
2013-02-26,0.00022222862386978015,-0.013617109922921977,-0.00044710113233226156,-0.013882182520521535,0.00017249415894071696
2013-02-27,0.00022629367982318627,0.005843054157368188,0.0005672296826431111,0.007200823774239806,0.00021800276524408524
2013-02-28,0.0002262424825794085,-0.012507086415778468,0.00042437121791305543,-0.019296075725837025,0.0002111744203843191
2013-03-01,0.00022619130849621527,0.009128795395911826,-0.0001683812410345764,0.007822182046160364,-0.0027369399732698474
2013-03-03,0.00045228031511590494,,,,
2013-03-04,0.00022603792505404563,,,,
2013-03-05,0.00023009569515597406,0.010711131522238349,0.0008058095959302403,0.016209104719538958,0.00029889041784492143
2013-03-06,0.00023004276330662599,0.004320137573313065,0.00027162050734830245,0.00695244158017827,0.00021925016443780088
2013-03-07,0.00023409681751540568,0.008714475634966634,3.8792392811570764e-05,0.004183862649969061,0.00026963798675483375
2013-03-08,0.00022583002800291574,0.014145637968272284,0.0003361876961769372,0.009655650500820734,0.0001667814096906195
2013-03-10,0.0004638733010127183,,,,
2013-03-11,0.00022977752611663682,,,,
2013-03-12,0.0002338269680437488,-0.002776476657909588,-0.00013245674964046383,-0.004351035040241813,0.0003012984899231075
2013-03-13,0.00022556976872945,-0.010319945541184539,-0.00017770942247674615,-0.01454329808113175,0.00036222409468189554
